channel,most_probable_adc,threshold_1_delta,threshold_2_delta
10127,680,5,5
10128,680,5,6
10129,682,5,5
10130,680,5,5
10131,676,5,5
10132,672,5,6
10133,677,5,5
10134,684,5,5
10135,676,5,5
10136,681,5,5
10137,682,5,5
10138,683,5,5
10139,688,5,5
10140,682,5,5
10141,684,5,5
10142,680,5,5
10143,685,5,5
10144,683,5,5
10145,680,5,5
10146,683,5,5
10147,686,5,6
10148,679,5,6
10149,681,5,6
10150,668,5,6
10151,663,5,5
10152,664,5,5
10153,667,4,5
10154,663,4,5
10155,664,4,5
10156,661,5,5
10157,662,4,5
10158,668,5,5
10159,662,5,5
10160,669,5,5
10161,662,5,6
10162,668,5,6
10163,663,4,5
10164,669,5,5
10165,664,5,6
10166,666,4,5
10167,662,5,5
10168,661,4,5
10169,666,5,6
10170,671,5,5
10171,666,4,5
10172,667,4,5
10173,660,4,5
10174,664,5,5
10175,664,4,5
10176,662,5,5
10177,672,5,5
10178,664,4,5
10179,666,4,5
10180,663,4,5
10181,666,5,5
10182,672,5,6
10183,667,5,5
10184,676,5,6
10185,681,5,5
10186,670,5,6
10187,667,5,5
10188,668,5,5
10189,676,5,6
10190,676,5,6
10191,677,5,6
10192,673,5,5
10193,676,5,6
10194,677,5,6
10195,675,5,6
10196,674,5,6
10197,672,5,6
10198,670,5,5
10199,670,4,5
10200,674,4,5
10201,668,4,5
10202,679,4,5
10203,676,5,6
10204,674,5,6
10205,674,5,6
10206,669,4,5
10207,671,4,5
10208,672,4,5
10209,670,4,5
10210,672,5,6
10211,677,4,5
10212,672,5,6
10213,675,5,6
10214,678,5,6
10215,678,5,6
10216,678,5,6
10217,680,5,6
10218,676,5,6
10219,676,5,6
10220,673,5,6
10221,682,5,6
10222,680,5,6
10223,679,5,6
10224,676,5,6
10225,679,5,6
10226,682,5,6
10227,678,5,6
10228,678,5,5
10229,678,5,6
10230,674,5,6
10231,675,5,6
10232,677,5,6
10233,680,5,6
10234,681,5,6
10235,678,5,6
10236,671,5,6
10237,675,5,6
10238,685,5,5
10239,678,5,6
10240,679,5,6
10241,681,5,6
10242,679,5,6
10243,684,5,6
10244,679,5,6
10245,680,5,6
10246,674,5,6
10247,669,5,5
10248,668,5,5
10249,672,5,6
10250,671,5,6
10251,664,5,5
10252,668,5,5
10253,670,5,6
10254,678,5,6
10255,672,5,6
10256,672,5,6
10257,673,5,5
10258,676,5,5
10259,668,5,5
10260,673,5,6
10261,673,5,6
10262,673,5,6
10263,672,5,6
10264,675,5,5
10265,678,5,6
10266,676,5,5
10267,671,5,5
10268,676,5,5
10269,669,5,5
10270,666,5,5
10271,674,5,6
10272,669,5,5
10273,670,5,5
10274,669,5,5
10275,668,5,5
10276,668,5,5
10277,671,5,5
10278,682,5,6
10279,681,5,5
10280,681,5,6
10281,688,5,6
10282,687,5,5
10283,687,5,5
10284,678,5,6
10285,683,5,6
10286,680,5,6
10287,685,5,5
10288,683,5,5
10289,681,5,5
10290,679,5,5
10291,685,5,5
10292,681,5,5
10293,684,5,6
10294,683,5,6
10295,679,5,6
10296,686,5,6
10297,678,5,6
10298,683,5,6
10299,681,5,6
10300,685,5,6
10301,682,5,6
10302,687,5,6
10303,682,5,6
10304,684,5,6
10305,676,5,6
10306,685,5,6
10307,682,5,6
10308,681,5,6
10309,682,5,6
10310,669,5,5
10311,671,5,6
10312,671,5,6
10313,662,5,6
10314,667,5,5
10315,667,4,5
10316,660,4,5
10317,667,5,5
10318,669,4,5
10319,669,5,6
10320,666,5,5
10321,670,5,6
10322,666,5,5
10323,668,5,6
10324,661,4,5
10325,664,5,5
10326,672,5,6
10327,662,5,6
10328,670,5,6
10329,666,5,6
10330,662,5,6
10331,666,5,6
10332,666,5,6
10333,669,5,6
10334,661,5,5
10335,662,5,6
10336,664,5,6
10337,666,5,6
10338,662,5,6
10339,667,5,6
10340,664,5,6
10341,668,5,6
10342,666,5,6
10343,662,5,6
10344,658,5,6
10345,667,5,6
10346,661,5,6
10347,660,5,6
10348,658,5,6
10349,667,5,6
10350,660,4,5
10351,661,5,6
10352,660,5,6
10353,661,5,5
10354,658,5,5
10355,659,5,5
10356,662,5,5
10357,661,5,5
10358,660,5,6
10359,658,5,6
10360,666,5,6
10361,660,5,5
10362,660,5,5
10363,662,5,5
10364,660,5,6
10365,664,4,5
10366,661,5,5
10367,655,5,5
10368,664,5,5
10369,660,5,6
10370,659,5,5
10371,660,5,5
10372,662,5,6
10373,662,5,6
10374,674,5,6
10375,670,5,6
10376,676,5,6
10377,668,5,6
10378,672,5,6
10379,659,5,6
10380,668,5,5
10381,670,5,5
10382,669,5,5
10383,663,5,5
10384,669,5,5
10385,672,5,6
10386,672,5,6
10387,669,5,5
10388,675,5,6
10389,672,5,6
10390,670,5,6
10391,666,5,6
10392,673,5,6
10393,667,5,6
10394,672,5,6
10395,667,5,5
10396,674,5,6
10397,669,5,6
10398,667,5,6
10399,669,5,5
10400,668,5,6
10401,674,5,6
10402,666,5,6
10403,668,5,6
10404,669,5,6
10405,672,5,6
10406,668,5,6
10407,666,5,6
10408,670,5,6
10409,669,5,6
10410,669,5,5
10411,672,5,6
10412,668,5,6
10413,667,5,5
10414,669,5,5
10415,668,5,6
10416,673,5,6
10417,672,5,6
10418,667,5,6
10419,681,5,6
10420,665,5,6
10421,670,5,6
10422,666,5,6
10423,673,5,6
10424,667,5,5
10425,676,5,6
10426,675,5,6
10427,672,5,6
10428,670,5,6
10429,676,5,6
10430,675,5,6
10431,670,5,6
10432,670,5,6
10433,672,5,6
10434,675,5,6
10435,666,5,6
10436,674,5,7
10437,669,5,7
10444,684,5,6
10445,685,5,6
10446,684,5,6
10447,681,5,6
10448,681,5,6
10449,686,5,6
10450,680,5,6
10451,678,5,6
10452,678,5,6
10453,684,5,6
10454,682,5,6
10455,676,5,6
10456,676,5,6
10457,681,5,6
10458,681,5,6
10459,679,5,6
10460,693,5,6
10461,684,5,6
10462,684,5,6
10463,683,5,6
10464,684,5,5
10465,679,5,6
10466,688,5,6
10467,682,5,6
10468,685,5,5
10469,680,5,6
10470,679,5,6
10471,675,5,6
10472,683,5,6
10473,677,5,6
10474,684,5,6
10475,682,5,6
10476,677,5,6
10477,676,5,6
10478,679,5,6
10479,677,5,6
10480,676,5,6
10481,674,5,6
10482,675,5,6
10483,681,5,6
10484,685,5,6
10485,674,5,6
10486,679,5,6
10487,679,5,6
10488,681,5,6
10489,679,5,6
10490,675,5,6
10491,677,5,6
10492,680,5,6
10493,675,5,6
10494,680,5,6
10495,678,5,6
10496,676,5,6
10497,677,5,6
10498,684,5,6
10499,678,5,6
10500,671,5,6
10501,683,5,6
10502,680,5,6
10503,681,5,6
10504,680,5,6
10505,682,5,6
10506,679,5,6
10507,681,5,6
10508,672,5,6
10509,672,5,6
10510,675,5,6
10511,676,5,6
10512,674,5,6
10513,676,5,6
10514,672,5,6
10515,682,5,6
10516,678,5,6
10517,674,5,6
10518,668,5,5
10519,673,5,6
10520,670,5,6
10521,672,5,6
10522,664,5,6
10523,674,5,6
10524,666,5,6
10525,672,5,6
10526,674,5,6
10527,668,5,6
10528,670,5,6
10529,671,5,6
10530,672,5,6
10531,672,5,6
10532,673,5,6
10533,671,5,6
10534,672,5,6
10535,668,5,6
10536,671,5,6
10537,670,5,6
10538,676,5,6
10539,667,5,6
10540,690,5,6
10541,683,5,6
10542,686,5,5
10543,689,5,5
10544,691,5,5
10545,684,5,6
10546,685,5,5
10547,683,5,5
10548,688,5,5
10549,682,5,6
10550,685,5,6
10551,686,5,6
10552,683,5,5
10553,687,5,6
10554,682,5,5
10555,686,5,6
10556,684,5,5
10557,686,5,5
10558,687,5,5
10559,683,5,6
10560,684,5,6
10561,686,5,5
10562,686,5,6
10563,688,5,5
10564,686,5,6
10565,684,5,5
10566,688,5,6
10567,690,5,5
10568,692,5,5
10569,686,5,5
10570,690,5,6
10571,688,5,6
10572,676,5,6
10573,682,5,6
10574,680,5,6
10575,681,5,6
10576,680,5,6
10577,679,5,6
10578,683,5,6
10579,679,5,6
10580,681,5,6
10581,680,5,6
10582,676,5,6
10583,677,5,6
10584,676,5,6
10585,682,5,6
10586,682,5,6
10587,677,5,6
10588,672,5,6
10589,685,5,6
10590,678,5,6
10591,677,5,6
10592,678,5,6
10593,681,5,6
10594,672,5,6
10595,683,5,6
10596,672,5,6
10597,682,5,6
10598,676,5,6
10599,682,5,6
10600,687,5,6
10601,681,5,6
10602,683,5,6
10603,678,5,6
10604,677,5,6
10605,674,5,6
10606,672,5,6
10607,676,5,6
10608,674,5,6
10609,667,5,5
10610,667,5,5
10611,674,5,6
10612,671,5,6
10613,670,5,6
10614,666,5,5
10615,670,5,5
10616,675,5,5
10617,666,5,6
10618,678,5,6
10619,671,5,6
10620,672,5,6
10621,673,5,6
10622,670,5,6
10623,672,5,6
10624,670,5,5
10625,664,5,5
10626,674,5,6
10627,670,5,6
10628,674,5,6
10629,675,5,6
10630,668,5,6
10631,670,5,6
10632,673,5,6
10633,668,5,6
10634,673,5,6
10635,670,5,6
10636,689,5,6
10637,682,5,6
10638,685,5,5
10639,688,5,5
10640,684,5,5
10641,685,5,5
10642,688,5,5
10643,687,5,5
10644,685,5,5
10645,686,5,6
10646,682,5,5
10647,688,4,5
10648,682,5,5
10649,690,5,5
10650,684,5,5
10651,684,5,5
10652,686,5,5
10653,683,5,5
10654,693,5,5
10655,683,5,5
10656,688,4,5
10657,683,5,5
10658,686,5,5
10659,685,5,5
10660,686,5,6
10661,688,5,5
10662,684,5,6
10663,685,5,5
10664,688,5,5
10665,680,5,6
10666,686,5,6
10667,680,5,5
10668,683,5,6
10669,684,5,6
10670,685,5,6
10671,689,5,6
10672,684,5,6
10673,687,5,6
10674,684,5,6
10675,690,5,6
10676,690,5,6
10677,690,5,5
10678,685,5,6
10679,686,5,6
10680,690,5,5
10681,682,5,6
10682,684,5,6
10683,684,5,6
10684,688,5,5
10685,682,5,5
10686,691,4,5
10687,689,5,5
10688,690,5,5
10689,682,4,5
10690,684,5,5
10691,679,4,5
10692,686,5,5
10693,689,4,5
10694,682,4,5
10695,685,5,5
10696,686,5,5
10697,681,4,5
10698,686,5,6
10699,682,5,5
10700,677,5,6
10701,665,5,6
10702,673,5,5
10703,676,5,6
10704,670,5,6
10705,670,5,6
10706,676,5,6
10707,679,5,6
10708,672,5,6
10709,676,5,6
10710,674,5,5
10711,676,5,5
10712,677,5,6
10713,669,5,6
10714,673,5,6
10715,672,5,6
10716,672,5,6
10717,668,5,5
10718,673,5,6
10719,674,5,6
10720,666,5,6
10721,669,5,5
10722,670,5,5
10723,677,5,6
10724,669,5,6
10725,669,5,5
10726,669,5,5
10727,674,5,5
10728,669,5,6
10729,668,5,6
10730,678,5,5
10731,677,5,6
10732,676,5,6
10733,678,5,6
10734,677,5,6
10735,678,5,6
10736,679,5,5
10737,678,5,6
10738,680,5,6
10739,678,5,6
10740,684,5,6
10741,683,5,6
10742,680,5,6
10743,677,5,6
10744,684,5,6
10745,672,5,6
10746,676,5,6
10747,676,5,6
10748,677,5,6
10749,677,5,6
10750,676,5,6
10751,679,5,6
10752,680,5,6
10753,674,5,6
10754,680,5,6
10755,682,5,6
10756,679,5,6
10757,672,5,6
10758,678,5,6
10759,680,5,6
10760,683,5,6
10761,674,5,6
10762,679,5,6
10763,680,5,6
10764,671,5,6
10765,678,5,6
10766,669,5,6
10767,679,5,6
10768,676,5,6
10769,672,5,6
10770,677,5,6
10771,677,5,6
10772,676,5,6
10773,677,5,6
10774,671,5,6
10775,675,5,6
10776,676,5,6
10777,676,5,6
10778,672,5,6
10779,675,5,6
10780,673,5,6
10781,670,5,6
10782,667,5,6
10783,670,5,6
10784,670,5,6
10785,669,5,5
10786,672,5,6
10787,676,5,6
10788,670,5,6
10789,670,5,6
10790,671,5,5
10791,673,5,6
10792,673,5,6
10793,674,5,6
10794,672,5,6
10795,666,5,6
10796,683,5,6
10797,678,5,5
10798,680,5,5
10799,682,5,6
10800,680,5,5
10801,681,5,6
10802,684,5,6
10803,683,5,6
10804,679,5,6
10805,677,5,6
10806,677,5,6
10807,676,5,6
10808,684,5,5
10809,681,5,6
10810,684,5,6
10811,684,5,6
10812,680,5,6
10813,684,5,6
10814,675,5,6
10815,684,5,6
10816,686,5,6
10817,685,5,6
10818,682,5,6
10819,680,5,6
10820,682,5,6
10821,676,5,6
10822,678,5,6
10823,684,5,6
10824,680,5,6
10825,685,5,6
10826,673,5,6
10827,680,5,6
10828,674,5,6
10829,672,5,6
10830,675,5,6
10831,674,5,6
10832,676,5,6
10833,670,5,6
10834,671,5,6
10835,674,5,6
10836,673,5,6
10837,669,5,6
10838,672,5,6
10839,671,5,6
10840,674,5,6
10841,673,5,6
10842,672,5,6
10843,663,5,6
10844,673,5,6
10845,674,6,7
10846,669,5,6
10847,674,5,6
10848,675,5,6
10849,672,5,6
10850,664,5,6
10851,683,5,6
10852,678,5,6
10853,665,5,6
10854,668,5,6
10855,670,5,6
10856,676,5,6
10857,676,5,6
10858,677,5,6
10859,677,5,6
10860,676,5,6
10861,678,5,6
10862,677,5,6
10863,672,5,6
10864,672,5,6
10865,673,5,6
10866,672,5,6
10867,672,5,6
10868,673,5,7
10869,668,3,3
10870,674,5,6
10871,675,5,6
10872,680,5,6
10873,677,5,6
10874,679,5,6
10875,681,5,6
10876,669,5,5
10877,679,5,6
10878,671,5,5
10879,667,5,6
10880,675,5,6
10881,676,5,6
10882,667,5,6
10883,676,5,6
10884,676,5,6
10885,668,5,5
10886,671,5,6
10887,675,5,6
10888,676,5,6
10889,671,5,6
10890,672,5,6
10891,668,5,6
10892,679,5,6
10893,683,5,6
10894,682,5,6
10895,682,5,6
10896,678,5,6
10897,678,5,6
10898,684,5,6
10899,680,4,5
10900,676,5,6
10901,688,5,6
10902,672,5,6
10903,682,5,6
10904,677,5,6
10905,678,5,6
10906,675,5,6
10907,676,5,6
10908,678,5,6
10909,677,5,6
10910,679,5,6
10911,678,5,6
10912,681,5,6
10913,678,5,6
10914,686,5,6
10915,676,5,6
10916,679,5,6
10917,681,5,6
10918,671,5,6
10919,680,5,6
10920,685,5,6
10921,686,5,6
10922,686,5,6
10923,678,5,6
10924,671,5,6
10925,672,5,6
10926,679,5,6
10927,672,5,6
10928,676,4,5
10929,674,5,6
10930,668,5,6
10931,678,5,5
10932,676,4,5
10933,683,4,5
10934,675,4,5
10935,672,5,6
10936,674,5,6
10937,668,5,6
10938,676,5,6
10939,670,5,6
10940,670,5,6
10941,674,5,6
10942,673,5,6
10943,671,5,6
10944,678,5,6
10945,668,5,6
10946,676,5,6
10947,674,5,6
10948,682,5,6
10949,669,5,6
10950,678,5,6
10951,676,5,6
10952,675,5,6
10953,671,5,6
10954,675,5,6
10955,680,5,6
10956,677,5,6
10957,672,5,6
10958,676,5,6
10959,676,5,6
10960,678,5,6
10961,676,5,6
10962,680,5,6
10963,677,5,6
10964,678,5,6
10965,672,5,6
10966,677,5,6
10967,679,5,6
10968,680,5,6
10969,676,5,6
10970,677,5,6
10971,673,5,6
10972,682,5,6
10973,672,5,6
10974,675,5,6
10975,674,5,6
10976,679,5,6
10977,682,5,6
10978,681,5,6
10979,681,5,6
10980,675,5,6
10981,678,5,6
10982,670,5,6
10983,682,5,6
10984,680,5,6
10985,676,5,6
10986,677,5,6
10987,680,5,6
10988,677,5,6
10989,682,5,6
10990,679,5,6
10991,676,5,6
10992,679,5,6
10993,675,5,6
10994,683,5,6
10995,676,5,6
10996,679,5,6
10997,681,5,6
10998,680,5,6
10999,681,5,6
11000,672,5,6
11001,678,5,6
11002,677,5,6
11003,673,5,6
11004,680,5,6
11005,678,5,6
11006,678,5,6
11007,680,5,6
11008,687,5,6
11009,676,5,6
11010,680,5,6
11011,678,5,6
11012,681,5,6
11013,680,5,6
11014,674,5,6
11015,681,5,6
11016,680,5,6
11017,679,5,6
11018,678,5,6
11019,682,5,7
11020,682,5,6
11021,681,5,6
11022,686,5,6
11023,683,5,6
11024,687,5,6
11025,681,5,6
11026,677,5,6
11027,678,5,6
11028,679,5,6
11029,679,5,6
11030,681,5,6
11031,680,5,6
11032,683,5,6
11033,679,5,6
11034,685,5,6
11035,684,5,6
11036,681,5,6
11037,682,5,6
11038,681,5,6
11039,682,5,6
11040,678,5,6
11041,678,5,6
11042,679,5,6
11043,681,5,6
11044,679,5,6
11045,675,5,6
11046,680,5,6
11047,681,5,6
11048,685,5,6
11049,681,5,6
11050,684,5,6
11051,680,5,6
11052,671,5,6
11053,679,5,6
11054,672,5,6
11055,665,5,6
11056,668,5,6
11057,670,5,6
11058,669,5,6
11059,672,5,6
11060,676,5,6
11061,668,5,6
11062,666,5,6
11063,672,5,6
11064,672,5,6
11065,674,5,6
11066,670,5,6
11067,670,5,6
11068,668,5,6
11069,674,5,6
11070,672,5,6
11071,676,5,6
11072,664,5,5
11073,668,5,6
11074,674,5,6
11075,667,5,5
11076,673,5,6
11077,664,5,6
11078,669,5,5
11079,676,5,6
11080,670,5,5
11081,673,5,6
11082,672,5,6
11083,672,5,6
11084,682,5,6
11085,680,5,6
11086,672,5,6
11087,680,5,6
11088,677,5,6
11089,678,5,6
11090,683,5,6
11091,680,5,6
11092,678,5,6
11093,678,5,6
11094,677,5,6
11095,677,5,6
11096,680,5,6
11097,676,5,6
11098,680,5,6
11099,679,5,6
11100,681,5,6
11101,678,5,6
11102,680,5,6
11103,678,5,6
11104,677,5,6
11105,678,5,6
11106,676,5,6
11107,678,5,5
11108,670,5,6
11109,678,5,5
11110,678,5,6
11111,679,5,5
11112,676,5,6
11113,683,5,6
11114,678,5,6
11115,681,5,6
11116,677,5,6
11117,668,5,6
11118,676,5,6
11119,676,5,6
11120,672,5,6
11121,674,5,6
11122,670,5,6
11123,674,5,6
11124,674,5,6
11125,672,5,6
11126,678,5,5
11127,677,5,6
11128,678,5,6
11129,674,5,6
11130,670,5,6
11131,673,5,6
11132,675,5,6
11133,669,5,6
11134,679,5,6
11135,667,5,6
11136,678,5,6
11137,676,5,6
11138,672,5,6
11139,677,5,6
11140,670,5,6
11141,673,5,6
11142,669,5,6
11143,674,5,6
11144,672,5,6
11145,675,5,6
11146,669,5,6
11147,675,1,1
11148,679,5,6
11149,687,5,6
11150,683,5,6
11151,682,5,6
11152,686,5,6
11153,675,5,6
11154,683,5,6
11155,679,5,6
11156,683,5,6
11157,680,5,6
11158,680,5,6
11159,683,5,6
11160,680,5,6
11161,684,5,6
11162,683,5,6
11163,681,5,6
11164,680,5,6
11165,678,5,6
11166,690,5,6
11167,679,5,6
11168,679,5,6
11169,682,5,6
11170,679,5,6
11171,678,5,6
11172,681,5,6
11173,682,5,6
11174,678,5,6
11175,686,5,6
11176,680,5,6
11177,679,5,6
11178,680,5,6
11179,682,5,6
11180,676,5,6
11181,677,5,6
11182,677,5,6
11183,678,5,6
11184,678,5,6
11185,680,5,6
11186,678,5,6
11187,677,5,6
11188,678,5,6
11189,677,5,6
11190,674,5,6
11191,674,5,6
11192,676,5,6
11193,678,5,6
11194,676,5,6
11195,675,5,6
11196,683,5,6
11197,674,5,6
11198,676,5,6
11199,682,5,6
11200,679,5,6
11201,678,5,6
11202,672,5,6
11203,681,5,6
11204,682,5,6
11205,678,5,6
11206,679,5,6
11207,679,5,6
11208,676,5,6
11209,679,5,6
11210,679,5,6
11211,677,5,6
11212,669,5,6
11213,676,5,6
11214,674,5,6
11215,675,5,6
11216,672,5,6
11217,672,5,6
11218,671,5,6
11219,674,5,6
11220,672,5,6
11221,674,5,6
11222,678,5,5
11223,671,5,5
11224,672,5,6
11225,672,5,6
11226,678,5,6
11227,675,5,6
11228,674,5,6
11229,677,5,6
11230,680,5,6
11231,668,5,6
11232,677,5,6
11233,675,5,6
11234,677,5,6
11235,672,5,6
11236,674,5,6
11237,677,5,6
11238,671,5,6
11239,676,5,6
11240,680,5,6
11241,675,5,6
11242,677,5,6
11243,678,5,6
11244,674,5,6
11245,675,5,6
11246,688,5,6
11247,671,5,6
11248,675,5,6
11249,676,5,6
11250,675,5,6
11251,672,5,6
11252,675,5,6
11253,674,5,6
11254,677,5,6
11255,674,5,6
11256,678,5,5
11257,677,5,6
11258,674,5,6
11259,674,5,6
11260,670,5,6
11261,666,5,6
11262,674,5,6
11263,678,5,6
11264,675,5,5
11265,676,5,6
11266,677,5,6
11267,674,5,6
11268,676,5,6
11269,675,5,6
11270,675,5,6
11271,680,6,7
11272,672,6,7
11273,680,8,11
11274,674,11,14
11275,678,18,20
